city_from;city_to;page_url;template;phrase;total_count;top_1_phrase;top_1_count;top_2_phrase;top_2_count;top_3_phrase;top_3_count
Астрахань;Геленджик;https://city2city.ru/astraxan-gelendzhik;межгород {city_from} {city_to};межгород Астрахань Геленджик;0;;0;;0;;0
Астрахань;Геленджик;https://city2city.ru/astraxan-gelendzhik;такси {city_from} {city_to} цена;такси Астрахань Геленджик цена;0;;0;;0;;0
Астрахань;Лагань;https://city2city.ru/astraxan-gorod-lagan;такси {city_from} {city_to};такси Астрахань Лагань;12;такси астрахань лагань;12;;0;;0
Астрахань;Лагань;https://city2city.ru/astraxan-gorod-lagan;трансфер {city_from} {city_to};трансфер Астрахань Лагань;0;;0;;0;;0
Астрахань;Лагань;https://city2city.ru/astraxan-gorod-lagan;межгород {city_from} {city_to};межгород Астрахань Лагань;0;;0;;0;;0
Астрахань;Лагань;https://city2city.ru/astraxan-gorod-lagan;такси {city_from} {city_to} цена;такси Астрахань Лагань цена;0;;0;;0;;0
Астрахань;52А-3;https://city2city.ru/astraxan-granicza-kazaxstan;такси {city_from} {city_to};такси Астрахань 52А-3;0;;0;;0;;0
Астрахань;52А-3;https://city2city.ru/astraxan-granicza-kazaxstan;трансфер {city_from} {city_to};трансфер Астрахань 52А-3;0;;0;;0;;0
Астрахань;52А-3;https://city2city.ru/astraxan-granicza-kazaxstan;межгород {city_from} {city_to};межгород Астрахань 52А-3;0;;0;;0;;0
Астрахань;52А-3;https://city2city.ru/astraxan-granicza-kazaxstan;такси {city_from} {city_to} цена;такси Астрахань 52А-3 цена;0;;0;;0;;0
Астрахань;село Ильинка;https://city2city.ru/astraxan-ilinka;такси {city_from} {city_to};такси Астрахань село Ильинка;0;;0;;0;;0
Астрахань;село Ильинка;https://city2city.ru/astraxan-ilinka;трансфер {city_from} {city_to};трансфер Астрахань село Ильинка;0;;0;;0;;0
Астрахань;село Ильинка;https://city2city.ru/astraxan-ilinka;межгород {city_from} {city_to};межгород Астрахань село Ильинка;0;;0;;0;;0
Астрахань;село Ильинка;https://city2city.ru/astraxan-ilinka;такси {city_from} {city_to} цена;такси Астрахань село Ильинка цена;0;;0;;0;;0
Астрахань;Каменск-Шахтинский;https://city2city.ru/astraxan-kamensk-shaxtinskij;такси {city_from} {city_to};такси Астрахань Каменск-Шахтинский;0;;0;;0;;0
Астрахань;Каменск-Шахтинский;https://city2city.ru/astraxan-kamensk-shaxtinskij;трансфер {city_from} {city_to};трансфер Астрахань Каменск-Шахтинский;0;;0;;0;;0
Астрахань;Каменск-Шахтинский;https://city2city.ru/astraxan-kamensk-shaxtinskij;межгород {city_from} {city_to};межгород Астрахань Каменск-Шахтинский;0;;0;;0;;0
Астрахань;Каменск-Шахтинский;https://city2city.ru/astraxan-kamensk-shaxtinskij;такси {city_from} {city_to} цена;такси Астрахань Каменск-Шахтинский цена;0;;0;;0;;0
Астрахань;Камызяк;https://city2city.ru/astraxan-kamyzyak;такси {city_from} {city_to};такси Астрахань Камызяк;18;такси астрахань камызяк;18;;0;;0
Астрахань;Камызяк;https://city2city.ru/astraxan-kamyzyak;трансфер {city_from} {city_to};трансфер Астрахань Камызяк;0;;0;;0;;0
Астрахань;Камызяк;https://city2city.ru/astraxan-kamyzyak;межгород {city_from} {city_to};межгород Астрахань Камызяк;0;;0;;0;;0
Астрахань;Камызяк;https://city2city.ru/astraxan-kamyzyak;такси {city_from} {city_to} цена;такси Астрахань Камызяк цена;5;;0;;0;;0
Астрахань;Казань;https://city2city.ru/astraxan-kazan;такси {city_from} {city_to};такси Астрахань Казань;6;;0;;0;;0
Астрахань;Казань;https://city2city.ru/astraxan-kazan;трансфер {city_from} {city_to};трансфер Астрахань Казань;0;;0;;0;;0
Астрахань;Казань;https://city2city.ru/astraxan-kazan;межгород {city_from} {city_to};межгород Астрахань Казань;0;;0;;0;;0
Астрахань;Казань;https://city2city.ru/astraxan-kazan;такси {city_from} {city_to} цена;такси Астрахань Казань цена;2;;0;;0;;0
Астрахань;Керчь;https://city2city.ru/astraxan-kerch;такси {city_from} {city_to};такси Астрахань Керчь;6;;0;;0;;0
Астрахань;Керчь;https://city2city.ru/astraxan-kerch;трансфер {city_from} {city_to};трансфер Астрахань Керчь;0;;0;;0;;0
Астрахань;Керчь;https://city2city.ru/astraxan-kerch;межгород {city_from} {city_to};межгород Астрахань Керчь;0;;0;;0;;0
Астрахань;Керчь;https://city2city.ru/astraxan-kerch;такси {city_from} {city_to} цена;такси Астрахань Керчь цена;0;;0;;0;;0
Астрахань;Кисловодск;https://city2city.ru/astraxan-kislovodsk;такси {city_from} {city_to};такси Астрахань Кисловодск;4;;0;;0;;0
Астрахань;Кисловодск;https://city2city.ru/astraxan-kislovodsk;трансфер {city_from} {city_to};трансфер Астрахань Кисловодск;5;;0;;0;;0
Астрахань;Кисловодск;https://city2city.ru/astraxan-kislovodsk;межгород {city_from} {city_to};межгород Астрахань Кисловодск;0;;0;;0;;0
Астрахань;Кисловодск;https://city2city.ru/astraxan-kislovodsk;такси {city_from} {city_to} цена;такси Астрахань Кисловодск цена;0;;0;;0;;0
Астрахань;посёлок городского типа Козлово;https://city2city.ru/astraxan-kozlovo;такси {city_from} {city_to};такси Астрахань посёлок городского типа Козлово;0;;0;;0;;0
Астрахань;посёлок городского типа Козлово;https://city2city.ru/astraxan-kozlovo;трансфер {city_from} {city_to};трансфер Астрахань посёлок городского типа Козлово;0;;0;;0;;0
Астрахань;посёлок городского типа Козлово;https://city2city.ru/astraxan-kozlovo;межгород {city_from} {city_to};межгород Астрахань посёлок городского типа Козлово;0;;0;;0;;0
Астрахань;посёлок городского типа Козлово;https://city2city.ru/astraxan-kozlovo;такси {city_from} {city_to} цена;такси Астрахань посёлок городского типа Козлово цена;0;;0;;0;;0
Астрахань;поселок городского типа Красные Баррикады;https://city2city.ru/astraxan-krasnye-barrikady;такси {city_from} {city_to};такси Астрахань поселок городского типа Красные Баррикады;0;;0;;0;;0
Астрахань;поселок городского типа Красные Баррикады;https://city2city.ru/astraxan-krasnye-barrikady;трансфер {city_from} {city_to};трансфер Астрахань поселок городского типа Красные Баррикады;0;;0;;0;;0
Астрахань;поселок городского типа Красные Баррикады;https://city2city.ru/astraxan-krasnye-barrikady;межгород {city_from} {city_to};межгород Астрахань поселок городского типа Красные Баррикады;0;;0;;0;;0
Астрахань;поселок городского типа Красные Баррикады;https://city2city.ru/astraxan-krasnye-barrikady;такси {city_from} {city_to} цена;такси Астрахань поселок городского типа Красные Баррикады цена;0;;0;;0;;0
Астрахань;Лагань;https://city2city.ru/astraxan-lagan;такси {city_from} {city_to};такси Астрахань Лагань;12;такси астрахань лагань;12;;0;;0
Астрахань;Лагань;https://city2city.ru/astraxan-lagan;трансфер {city_from} {city_to};трансфер Астрахань Лагань;0;;0;;0;;0
Астрахань;Лагань;https://city2city.ru/astraxan-lagan;межгород {city_from} {city_to};межгород Астрахань Лагань;0;;0;;0;;0
Астрахань;Лагань;https://city2city.ru/astraxan-lagan;такси {city_from} {city_to} цена;такси Астрахань Лагань цена;0;;0;;0;;0
Астрахань;рабочий посёлок Лиман;https://city2city.ru/astraxan-liman;такси {city_from} {city_to};такси Астрахань рабочий посёлок Лиман;0;;0;;0;;0
